Time,Hips.X,Hips.Y,Hips.Z,LowerBack.X,LowerBack.Y,LowerBack.Z,Spine.X,Spine.Y,Spine.Z,Spine1.X,Spine1.Y,Spine1.Z,RightShoulder.X,RightShoulder.Y,RightShoulder.Z,RightArm.X,RightArm.Y,RightArm.Z,RightForeArm.X,RightForeArm.Y,RightForeArm.Z,RightHand.X,RightHand.Y,RightHand.Z,RThumb.X,RThumb.Y,RThumb.Z,RThumbEnd.X,RThumbEnd.Y,RThumbEnd.Z,RightFingerBase.X,RightFingerBase.Y,RightFingerBase.Z,RightHandIndex1.X,RightHandIndex1.Y,RightHandIndex1.Z,RightHandIndex1End.X,RightHandIndex1End.Y,RightHandIndex1End.Z,LeftShoulder.X,LeftShoulder.Y,LeftShoulder.Z,LeftArm.X,LeftArm.Y,LeftArm.Z,LeftForeArm.X,LeftForeArm.Y,LeftForeArm.Z,LeftHand.X,LeftHand.Y,LeftHand.Z,LThumb.X,LThumb.Y,LThumb.Z,LThumbEnd.X,LThumbEnd.Y,LThumbEnd.Z,LeftFingerBase.X,LeftFingerBase.Y,LeftFingerBase.Z,LeftHandIndex1.X,LeftHandIndex1.Y,LeftHandIndex1.Z,LeftHandIndex1End.X,LeftHandIndex1End.Y,LeftHandIndex1End.Z,Neck.X,Neck.Y,Neck.Z,Neck1.X,Neck1.Y,Neck1.Z,Head.X,Head.Y,Head.Z,HeadEnd.X,HeadEnd.Y,HeadEnd.Z,RHipJoint.X,RHipJoint.Y,RHipJoint.Z,RightUpLeg.X,RightUpLeg.Y,RightUpLeg.Z,RightLeg.X,RightLeg.Y,RightLeg.Z,RightFoot.X,RightFoot.Y,RightFoot.Z,RightToeBase.X,RightToeBase.Y,RightToeBase.Z,RightToeBaseEnd.X,RightToeBaseEnd.Y,RightToeBaseEnd.Z,LHipJoint.X,LHipJoint.Y,LHipJoint.Z,LeftUpLeg.X,LeftUpLeg.Y,LeftUpLeg.Z,LeftLeg.X,LeftLeg.Y,LeftLeg.Z,LeftFoot.X,LeftFoot.Y,LeftFoot.Z,LeftToeBase.X,LeftToeBase.Y,LeftToeBase.Z,LeftToeBaseEnd.X,LeftToeBaseEnd.Y,LeftToeBaseEnd.Z
0.0,-8.398542,16.178383,1.367668,-8.398542,16.178383,1.367668,-7.909651422152836,18.163904678580902,1.3902806552519857,-7.344799921643998,20.13446413974019,1.3644110628986057,-7.344799921643998,20.13446413974019,1.3644110628986057,-7.872451380510384,21.191375588477346,4.6039382988521025,-10.643070123828858,16.866480137277165,5.651061369632391,-11.560625719607751,13.684946386225894,6.598817513625385,-11.560625719607751,13.684946386225894,6.598817513625385,-11.560625719607751,13.684946386225894,6.598817513625385,-11.560625719607751,13.684946386225894,6.598817513625385,-11.625645040997021,13.09302481085557,6.780324916662264,-11.625645040997021,13.09302481085557,6.780324916662264,-7.344799921643998,20.13446413974019,1.3644110628986057,-7.772808175390585,21.31166854598889,-1.9935329784656097,-8.240868739838582,19.45349926361979,-6.593360717204153,-4.949503157421996,18.312702427167956,-6.619541901765279,-4.949503157421996,18.312702427167956,-6.619541901765279,-4.949503157421996,18.312702427167956,-6.619541901765279,-4.949503157421996,18.312702427167956,-6.619541901765279,-4.338480688995633,17.943907060300784,-6.5722302958375165,-4.338480688995633,17.943907060300784,-6.5722302958375165,-7.344799921643998,20.13446413974019,1.3644110628986057,-6.840265848345043,21.815422836692672,1.4056740598834674,-6.579068706369182,23.53990971399775,1.1115495311099859,-6.579068706369182,23.53990971399775,1.1115495311099859,-8.398542,16.178383,1.367668,-7.992321218255838,14.051854213536117,2.3384135939738306,-4.504621545751505,7.6058481749938,3.582328683073226,-3.4938776871478026,0.32241649243623627,5.104288281193887,-1.2225043689774377,-0.3576247102185124,4.662860126568888,-1.2225043689774377,-0.3576247102185124,4.662860126568888,-8.398542,16.178383,1.367668,-8.490368522114585,13.987204728170147,0.38108664223112376,-10.826373257999942,7.232185746052777,0.7643199577913025,-16.455745589161616,2.3535199955122117,1.5577201466959099,-15.365966079217806,0.2514535533636755,1.5384734145153425,-15.365966079217806,0.2514535533636755,1.5384734145153425
0.008333,-8.179063,16.152458,1.344369,-8.179063,16.152458,1.344369,-7.685055134330363,18.136686810365145,1.3691464529249562,-7.113475929255563,20.105374463494044,1.3492170740111278,-7.113475929255563,20.105374463494044,1.3492170740111278,-7.593674375090531,21.12997814815022,4.606456906600474,-10.314004680375962,16.775093214472484,5.661111283433173,-11.246450030216254,13.590505360877644,6.583744938356639,-11.246450030216254,13.590505360877644,6.583744938356639,-11.246450030216254,13.590505360877644,6.583744938356639,-11.246450030216254,13.590505360877644,6.583744938356639,-11.314505453013872,12.998517166868737,6.763917185059368,-11.314505453013872,12.998517166868737,6.763917185059368,-7.113475929255563,20.105374463494044,1.3492170740111278,-7.581783924278319,21.289019985460516,-2.0010755049178366,-8.166951835736436,19.43796901856748,-6.590354079308817,-4.880952637021526,18.28395362061777,-6.665507262474617,-4.880952637021526,18.28395362061777,-6.665507262474617,-4.880952637021526,18.28395362061777,-6.665507262474617,-4.880952637021526,18.28395362061777,-6.665507262474617,-4.271287912044031,17.912206654970888,-6.624155306650855,-4.271287912044031,17.912206654970888,-6.624155306650855,-7.113475929255563,20.105374463494044,1.3492170740111278,-6.604725269439334,21.78504755043448,1.391055979882819,-6.344106691111335,23.509895099907258,1.0985374965214239,-6.344106691111335,23.509895099907258,1.0985374965214239,-8.179063,16.152458,1.344369,-7.742625712440546,14.041331817163172,2.3354067114764883,-4.1837491744866355,7.629287799409281,3.5529685807002815,-3.4690143308567496,0.31811866782147113,5.109342980746404,-1.2231216425628895,-0.45645904695102435,4.6940755970693315,-1.2231216425628895,-0.45645904695102435,4.6940755970693315,-8.179063,16.152458,1.344369,-8.25818701054087,13.946835696904664,0.38937855416069733,-10.46597860466715,7.147613224896994,0.7503458685414618,-16.255363602854725,2.4735608806716574,1.6203758877375203,-15.301466830979827,0.30749107156421784,1.550406788272769,-15.301466830979827,0.30749107156421784,1.550406788272769
0.016666,-7.965714,16.13554,1.320996,-7.965714,16.13554,1.320996,-7.465704636066203,18.11826081672079,1.346105048579067,-6.886609601797307,20.08478200001866,1.329539411680191,-6.886609601797307,20.08478200001866,1.329539411680191,-7.310620398562843,21.07547880299837,4.605016365314889,-9.972205197193801,16.686754377372118,5.669243730875518,-10.915840332758595,13.498181042232366,6.566383522805048,-10.915840332758595,13.498181042232366,6.566383522805048,-10.915840332758595,13.498181042232366,6.566383522805048,-10.915840332758595,13.498181042232366,6.566383522805048,-10.986348304008317,12.906112539982283,6.745344735176872,-10.986348304008317,12.906112539982283,6.745344735176872,-6.886609601797307,20.08478200001866,1.329539411680191,-7.3982466259949735,21.27288742330561,-2.012828390182178,-8.105127686563339,19.41089202097552,-6.580495331620809,-4.827420209492397,18.23785129107837,-6.706191052930657,-4.827420209492397,18.23785129107837,-6.706191052930657,-4.827420209492397,18.23785129107837,-6.706191052930657,-4.827420209492397,18.23785129107837,-6.706191052930657,-4.219754350842587,17.862280399197772,-6.670336109012141,-4.219754350842587,17.862280399197772,-6.670336109012141,-6.886609601797307,20.08478200001866,1.329539411680191,-6.372051861423849,21.762705146696998,1.3705717472562018,-6.1110952257142355,23.487634931036137,1.0788406231387098,-6.1110952257142355,23.487634931036137,1.0788406231387098,-7.965714,16.13554,1.320996,-7.498684161717074,14.039181621617505,2.329287471221959,-3.89380350020526,7.648482447263549,3.5235098468998807,-3.45117580336085,0.3221668385610448,5.109549431578734,-1.225717450016591,-0.5221820327576723,4.721140234296964,-1.225717450016591,-0.5221820327576723,4.721140234296964,-7.965714,16.13554,1.320996,-8.03233049689389,13.916914786261493,0.3956303923046657,-10.094718061678291,7.070524967312505,0.7236110755991292,-16.02790830203486,2.600039988174676,1.6893821826118751,-15.209414675388208,0.3821173543803025,1.5568660785284776,-15.209414675388208,0.3821173543803025,1.5568660785284776
0.024999,-7.758188,16.127955,1.29778,-7.758188,16.127955,1.29778,-7.25152841316034,18.10900686045016,1.3212588132242777,-6.664510472886062,20.073182936953074,1.305342730484818,-6.664510472886062,20.073182936953074,1.305342730484818,-7.023365809444882,21.028552917007,4.599049704949155,-9.618323034753013,16.60282051355528,5.674505562647919,-10.568336330452468,13.40903197495284,6.545996525071486,-10.568336330452468,13.40903197495284,6.545996525071486,-10.568336330452468,13.40903197495284,6.545996525071486,-10.568336330452468,13.40903197495284,6.545996525071486,-10.640454251589771,12.81677451544051,6.723686446009149,-10.640454251589771,12.81677451544051,6.723686446009149,-6.664510472886062,20.073182936953074,1.305342730484818,-7.223309556637956,21.263654838758427,-2.028620331594603,-8.055056325425774,19.372532029644088,-6.563170015241097,-4.788851585823045,18.174419704957415,-6.741000636987112,-4.788851585823045,18.174419704957415,-6.741000636987112,-4.788851585823045,18.174419704957415,-6.741000636987112,-4.788851585823045,18.174419704957415,-6.741000636987112,-4.183885599614774,17.79406649859138,-6.710268544020175,-4.183885599614774,17.79406649859138,-6.710268544020175,-6.664510472886062,20.073182936953074,1.305342730484818,-6.142738317045738,21.74893420904728,1.3439548835507105,-5.8807265813596015,23.473677430007964,1.0520664673487174,-5.8807265813596015,23.473677430007964,1.0520664673487174,-7.758188,16.127955,1.29778,-7.260766336384858,14.045374748442615,2.3199924024827334,-3.635190232818589,7.662354303967517,3.4924323907389083,-3.439551276506935,0.33113198927533105,5.105270265986335,-1.2276563681127568,-0.5596098251023953,4.743951102587842,-1.2276563681127568,-0.5596098251023953,4.743951102587842,-7.758188,16.127955,1.29778,-7.813909270184616,13.897841585146885,0.399711850280175,-9.714635897631949,7.002828823875899,0.682739514339574,-15.772361022131633,2.730097014846697,1.7636767984663173,-15.081380247986049,0.47464194212905975,1.5583937526163396,-15.081380247986049,0.47464194212905975,1.5583937526163396
0.033332,-7.555933,16.12969,1.275592,-7.555933,16.12969,1.275592,-7.042291288384252,18.108985175612197,1.2951997863800115,-6.447380736975638,20.07076299522243,1.2767534938521756,-6.447380736975638,20.07076299522243,1.2767534938521756,-6.73184674648246,20.989650161494232,4.588058380161535,-9.253413995008,16.524689029123955,5.675871005380651,-10.203620266838776,13.324133223238423,6.521954667488529,-10.203620266838776,13.324133223238423,6.521954667488529,-10.203620266838776,13.324133223238423,6.521954667488529,-10.203620266838776,13.324133223238423,6.521954667488529,-10.276209299963467,12.731483954081517,6.698140015738055,-10.276209299963467,12.731483954081517,6.698140015738055,-6.447380736975638,20.07076299522243,1.2767534938521756,-7.057814832068565,21.261504636259613,-2.0480463533789557,-8.016127062122436,19.323468647188506,-6.537583431385367,-4.765016547277379,18.093911452342105,-6.769229278456631,-4.765016547277379,18.093911452342105,-6.769229278456631,-4.765016547277379,18.093911452342105,-6.769229278456631,-4.765016547277379,18.093911452342105,-6.769229278456631,-4.163528486135996,17.7077237940427,-6.743382180329327,-4.163528486135996,17.7077237940427,-6.743382180329327,-6.447380736975638,20.07076299522243,1.2767534938521756,-5.917239083075409,21.74398102653055,1.31096830651146,-5.653731012449442,23.468267143237142,1.01772939393694,-5.653731012449442,23.468267143237142,1.01772939393694,-7.555933,16.12969,1.275592,-7.028617806287262,14.05903663381908,2.3070086641097687,-3.4067268609204016,7.670103152603905,3.458443662656051,-3.4334029782674382,0.34216067104278114,5.097616811592757,-1.2279934981920286,-0.574581093410755,4.7626464158857225,-1.2279934981920286,-0.574581093410755,4.7626464158857225,-7.555933,16.12969,1.275592,-7.603759329259385,13.890072119897026,0.4010283957077626,-9.328700761233753,6.946919111797314,0.6274587633136774,-15.487741594287536,2.8588189223316745,1.8416865285073258,-14.910492775683156,0.5803073077112635,1.5556065263056023,-14.910492775683156,0.5803073077112635,1.5556065263056023
0.041665,-7.358256,16.140501,1.25438,-7.358256,16.140501,1.25438,-6.837548821541233,18.117999987957845,1.2679244574352022,-6.235108004198755,20.07741772171354,1.2438776355366856,-6.235108004198755,20.07741772171354,1.2438776355366856,-6.436567560128783,20.959505209557705,4.571241501439129,-8.878081837165542,16.45349740742186,5.672339740524346,-9.821399038705618,13.24443003811214,6.4935256302047515,-9.821399038705618,13.24443003811214,6.4935256302047515,-9.821399038705618,13.24443003811214,6.4935256302047515,-9.821399038705618,13.24443003811214,6.4935256302047515,-9.893045364510737,12.651109202186118,6.6678264923789605,-9.893045364510737,12.651109202186118,6.6678264923789605,-6.235108004198755,20.07741772171354,1.2438776355366856,-6.902793066725161,21.26625389792859,-2.070583809057518,-7.987725608375954,19.264978854900885,-6.503202513866406,-4.755818295448494,17.997082121857737,-6.790262209024945,-4.755818295448494,17.997082121857737,-6.790262209024945,-4.755818295448494,17.997082121857737,-6.790262209024945,-4.755818295448494,17.997082121857737,-6.790262209024945,-4.158680176818595,17.603917242411672,-6.769183488729211,-4.158680176818595,17.603917242411672,-6.769183488729211,-6.235108004198755,20.07741772171354,1.2438776355366856,-5.695730842346053,21.747802966013595,1.2715330110787137,-5.430522793988269,23.47137692510942,0.9756518288230789,-5.430522793988269,23.47137692510942,0.9756518288230789,-7.358256,16.140501,1.25438,-6.8018818177477405,14.079621253558994,2.2900968780281517,-3.207692409245193,7.6713728009427875,3.4208142913326913,-3.4321189824734533,0.35313271991235506,5.087948380159597,-1.2271463437360826,-0.5732960806927141,4.777663118941781,-1.2271463437360826,-0.5732960806927141,4.777663118941781,-7.358256,16.140501,1.25438,-7.40252247962682,13.89324005586877,0.3994555399663352,-8.939570978512767,6.904216268532434,0.557871956790287,-15.174152780567448,2.9809285530254575,1.9211398919155342,-14.692422913892548,0.6926248854677133,1.5492853440138568,-14.692422913892548,0.6926248854677133,1.5492853440138568
0.049998,-7.164444,16.159955,1.234233,-7.164444,16.159955,1.234233,-6.6368715133441585,18.13567279604332,1.2395365008724037,-6.027659724813462,20.0928700345143,1.206810214238989,-6.027659724813462,20.0928700345143,1.206810214238989,-6.137725338398919,20.93847874429433,4.547894777019496,-8.49328712754091,16.390322870800375,5.662848775145269,-9.421641195322445,13.170873624364098,6.460101723308135,-9.421641195322445,13.170873624364098,6.460101723308135,-9.421641195322445,13.170873624364098,6.460101723308135,-9.421641195322445,13.170873624364098,6.460101723308135,-9.490643481983705,12.576536055432845,6.631988719594661,-9.490643481983705,12.576536055432845,6.631988719594661,-6.027659724813462,20.0928700345143,1.206810214238989,-6.757843257810246,21.277485989292046,-2.095962335018127,-7.969189066293756,19.19842703313938,-6.459498079011848,-4.7611476400929424,17.884887547341727,-6.803408678775626,-4.7611476400929424,17.884887547341727,-6.803408678775626,-4.7611476400929424,17.884887547341727,-6.803408678775626,-4.7611476400929424,17.884887547341727,-6.803408678775626,-4.169331577743564,17.483535724689975,-6.787058437205779,-4.169331577743564,17.483535724689975,-6.787058437205779,-6.027659724813462,20.0928700345143,1.206810214238989,-5.478544152726805,21.76020338878038,1.225544704991812,-5.211733724112567,23.482831418682757,0.9256229799078479,-5.211733724112567,23.482831418682757,0.9256229799078479,-7.164444,16.159955,1.234233,-6.580201550894174,14.106175881725095,2.2687082802270253,-3.0368103119905165,7.666176546298598,3.3791832647120814,-3.43488390454012,0.3626184299459121,5.077982104031641,-1.226184083794129,-0.5619587017540327,4.789444701128428,-1.226184083794129,-0.5619587017540327,4.789444701128428,-7.164444,16.159955,1.234233,-7.2106128478311335,13.906967681248105,0.39461780026079973,-8.550251929223842,6.876112704475027,0.4753195734169876,-14.83266083031634,3.0905188940027712,1.9989055111598781,-14.42800424891414,0.8030172924222905,1.5403614913595747,-14.42800424891414,0.8030172924222905,1.5403614913595747
0.058331,-6.973896,16.1875,1.215238,-6.973896,16.1875,1.215238,-6.439912599000348,18.1614953123632,1.2101488325870022,-5.825027003461135,20.11668454046891,1.1656310822195382,-5.825027003461135,20.11668454046891,1.1656310822195382,-5.8350297316822735,20.926465934784304,4.51737221539924,-8.100379447002531,16.336123539081868,5.646293367435664,-9.004527623928581,13.104337033238926,6.421134669711666,-9.004527623928581,13.104337033238926,6.421134669711666,-9.004527623928581,13.104337033238926,6.421134669711666,-9.004527623928581,13.104337033238926,6.421134669711666,-9.068908843499077,12.508584836789877,6.589888869341629,-9.068908843499077,12.508584836789877,6.589888869341629,-5.825027003461135,20.11668454046891,1.1656310822195382,-6.6228210747588365,21.295193640019367,-2.1236591735011414,-7.959601620019538,19.125598613021115,-6.405733926776351,-4.7807518511495655,17.758741406496977,-6.807984840421488,-4.7807518511495655,17.758741406496977,-6.807984840421488,-4.7807518511495655,17.758741406496977,-6.807984840421488,-4.7807518511495655,17.758741406496977,-6.807984840421488,-4.1953443048972385,17.34793624336754,-6.796409420903228,-4.1953443048972385,17.34793624336754,-6.796409420903228,-5.825027003461135,20.11668454046891,1.1656310822195382,-5.265991137013536,21.78080730656885,1.1729609030266535,-4.997963241733897,23.50229115402193,0.8676044134769649,-4.997963241733897,23.50229115402193,0.8676044134769649,-6.973896,16.1875,1.215238,-6.363343205190657,14.137568256332004,2.2421226782637245,-2.8922983650811376,7.655082798823575,3.3337259095436647,-3.440367293045226,0.3699913821533949,5.069642019688031,-1.226077397669564,-0.5464838573992771,4.798634643360167,-1.226077397669564,-0.5464838573992771,4.798634643360167,-6.973896,16.1875,1.215238,-7.028106568728551,13.930862045494377,0.3859711785710894,-8.163133532000032,6.8636303430804935,0.3818231618285547,-14.465387426467416,3.183335971859117,2.0723039806865966,-14.120146217592012,0.9043973420528162,1.5301597439093035,-14.120146217592012,0.9043973420528162,1.5301597439093035
0.066664,-6.786022,16.222388,1.196737,-6.786022,16.222388,1.196737,-6.246231696549112,18.194733579015686,1.1793873418571452,-5.626953752384218,20.14815256931733,1.1203948033474904,-5.626953752384218,20.14815256931733,1.1203948033474904,-5.529208514979116,20.923847067544855,4.478781097236888,-7.700053658297488,16.291551832471953,5.6219293067232865,-8.570285534858158,13.045583480628537,6.3760466243527345,-8.570285534858158,13.045583480628537,6.3760466243527345,-8.570285534858158,13.045583480628537,6.3760466243527345,-8.570285534858158,13.045583480628537,6.3760466243527345,-8.627896488068057,12.448027417472305,6.5408232317807125,-8.627896488068057,12.448027417472305,6.5408232317807125,-5.626953752384218,20.14815256931733,1.1203948033474904,-6.497010890480786,21.31863166231862,-2.153405546947881,-7.958046678251101,19.048488613374065,-6.341736236397212,-4.814443011377329,17.62024824439089,-6.803337479489761,-4.814443011377329,17.62024824439089,-6.803337479489761,-4.814443011377329,17.62024824439089,-6.803337479489761,-4.814443011377329,17.62024824439089,-6.803337479489761,-4.236638098061998,17.198712144526535,-6.796579797948742,-4.236638098061998,17.198712144526535,-6.796579797948742,-5.626953752384218,20.14815256931733,1.1203948033474904,-5.058174648337312,21.808973815471422,1.1138736053924785,-4.789520132032593,23.529149832614415,0.8017720252696849,-4.789520132032593,23.529149832614415,0.8017720252696849,-6.786022,16.222388,1.196737,-6.151243855431005,14.173054874690576,2.210037281302172,-2.7725133438073786,7.6392693340009235,3.285302012193294,-3.4473987841716136,0.37534641005292624,5.064710520048408,-1.2278337796682934,-0.5319074635696751,4.8061119835464305,-1.2278337796682934,-0.5319074635696751,4.8061119835464305,-6.786022,16.222388,1.196737,-6.854641257933223,13.963967203248878,0.37341202962516173,-7.779547064988569,6.86680743248508,0.2788615916184338,-14.074449981852585,3.2566722389693314,2.1394575606283435,-13.770464174561633,0.9917148378660419,1.5195916522633948,-13.770464174561633,0.9917148378660419,1.5195916522633948
0.07499700000000001,-6.600513,16.263836,1.17792,-6.600513,16.263836,1.17792,-6.055602171131365,18.234601662753974,1.1466700961348062,-5.43326182678729,20.18646730734594,1.0708806201946046,-5.43326182678729,20.18646730734594,1.0708806201946046,-5.220216020328173,20.930323233493954,4.431134246111056,-7.293754722107983,16.257285175804224,5.589006507461449,-8.119437166002173,12.995421137522605,6.324396530857222,-8.119437166002173,12.995421137522605,6.324396530857222,-8.119437166002173,12.995421137522605,6.324396530857222,-8.119437166002173,12.995421137522605,6.324396530857222,-8.16800502797427,12.395705738385303,6.484165751050113,-8.16800502797427,12.395705738385303,6.484165751050113,-5.43326182678729,20.18646730734594,1.0708806201946046,-6.380802909170507,21.347989485834415,-2.1845489352366645,-7.963268976410239,18.969094655446078,-6.2670664835132746,-4.86181144241502,17.47113988128681,-6.788873855057362,-4.86181144241502,17.47113988128681,-6.788873855057362,-4.86181144241502,17.47113988128681,-6.788873855057362,-4.86181144241502,17.47113988128681,-6.788873855057362,-4.292916297122846,17.037606008363287,-6.78698645183377,-4.292916297122846,17.037606008363287,-6.78698645183377,-5.43326182678729,20.18646730734594,1.0708806201946046,-4.855131976582214,21.84391438876301,1.0481990086142465,-4.58656923304998,23.5626669350923,0.7282741538857836,-4.58656923304998,23.5626669350923,0.7282741538857836,-6.600513,16.263836,1.17792,-5.944004594692013,14.212029194834525,2.1721898624803053,-2.6753148278544927,7.6205118196297805,3.2351731661806244,-3.454502483569424,0.3794942551495364,5.064619111971332,-1.2318469811513384,-0.5220785024660978,4.812784476156577,-1.2318469811513384,-0.5220785024660978,4.812784476156577,-6.600513,16.263836,1.17792,-6.689463237014253,14.005354311716223,0.35671026818847107,-7.400827602464157,6.885502447529863,0.1676665679229802,-13.66185754635972,3.308593727104359,2.1989036923097665,-13.380362849033617,1.061162069711564,1.5086248899943837,-13.380362849033617,1.061162069711564,1.5086248899943837
